sku,upc,name,brand,category,subcategory,size,price,list_price,discount_percentage,currency,available,stock_quantity,image_url,product_url,store,description,unit_price,rating,reviews_count,scraped_at,last_updated
MX1000602,750255582530,Ajax Limpiador de Pisos 1L,Ajax,Limpieza,Limpiador de Pisos,1L,26.47,32.16,17.7,MXN,True,417,https://cdn.grocery-store.mx/products/1000602.jpg,https://www.chedraui.com.mx/producto/1000602,Comercial Mexicana,Ajax Limpiador de Pisos 1L - Producto de alta calidad para tu hogar,26.47,3.5,420,2025-11-18T16:20:48.471361,2025-11-18T16:20:48.471362
MX1000603,750224149127,Aurrera Verduras Mixtas 500g,Aurrera,Congelados,Verduras Mixtas,500g,42.46,42.46,0,MXN,True,433,https://cdn.grocery-store.mx/products/1000603.jpg,https://www.comercialmexicana.com.mx/producto/1000603,Chedraui,Aurrera Verduras Mixtas 500g - Producto de alta calidad para tu hogar,42.46,3.9,191,2025-11-18T16:20:48.471369,2025-11-18T16:20:48.471370
MX1000604,750718441434,Cloralex Detergente Líquido 1L,Cloralex,Limpieza,Detergente Líquido,1L,66.61,66.61,0,MXN,True,472,https://cdn.grocery-store.mx/products/1000604.jpg,https://www.bodegaaurrera.com.mx/producto/1000604,Soriana,Cloralex Detergente Líquido 1L - Producto de alta calidad para tu hogar,66.61,4.6,479,2025-11-18T16:20:48.471377,2025-11-18T16:20:48.471377
MX1000605,750896414688,Marinela Donas 105g,Marinela,Panadería,Donas,105g,24.41,24.41,0,MXN,True,359,https://cdn.grocery-store.mx/products/1000605.jpg,https://www.soriana.com.mx/producto/1000605,La Comer,Marinela Donas 105g - Producto de alta calidad para tu hogar,24.41,3.6,131,2025-11-18T16:20:48.471385,2025-11-18T16:20:48.471386
MX1000606,750721881363,Palmolive Papel Higiénico 4 rollos,Palmolive,Higiene Personal,Papel Higiénico,4 rollos,42.0,42.0,0,MXN,True,113,https://cdn.grocery-store.mx/products/1000606.jpg,https://www.walmart.com.mx/producto/1000606,Chedraui,Palmolive Papel Higiénico 4 rollos - Producto de alta calidad para tu hogar,42.0,5.0,146,2025-11-18T16:20:48.471392,2025-11-18T16:20:48.471393
MX1000607,750380790665,Marinela Cacahuates Japoneses 80g,Marinela,Botanas y Snacks,Cacahuates Japoneses,80g,19.52,19.52,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000607.jpg,https://www.heb.com.mx/producto/1000607,Chedraui,Marinela Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,19.52,3.9,5,2025-11-18T16:20:48.471399,2025-11-18T16:20:48.471399
MX1000608,750654912048,McCormick Verduras Mixtas 500g,McCormick,Congelados,Verduras Mixtas,500g,54.56,54.56,0,MXN,True,51,https://cdn.grocery-store.mx/products/1000608.jpg,https://www.walmart.com.mx/producto/1000608,La Comer,McCormick Verduras Mixtas 500g - Producto de alta calidad para tu hogar,54.56,3.6,486,2025-11-18T16:20:48.471406,2025-11-18T16:20:48.471407
MX1000609,750235634753,Head & Shoulders Toallas Sanitarias 10pz,Head & Shoulders,Higiene Personal,Toallas Sanitarias,10pz,33.92,33.92,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000609.jpg,https://www.lacomer.com.mx/producto/1000609,HEB,Head & Shoulders Toallas Sanitarias 10pz - Producto de alta calidad para tu hogar,33.92,4.8,251,2025-11-18T16:20:48.471413,2025-11-18T16:20:48.471414
MX1000610,750246694883,Pantene Shampoo 400ml,Pantene,Higiene Personal,Shampoo,400ml,56.44,56.44,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000610.jpg,https://www.bodegaaurrera.com.mx/producto/1000610,Chedraui,Pantene Shampoo 400ml - Producto de alta calidad para tu hogar,56.44,4.1,269,2025-11-18T16:20:48.471421,2025-11-18T16:20:48.471422
MX1000611,750980772183,Santa Clara Mantequilla 90g,Santa Clara,Lácteos,Mantequilla,90g,30.86,34.25,9.9,MXN,True,417,https://cdn.grocery-store.mx/products/1000611.jpg,https://www.lacomer.com.mx/producto/1000611,Bodega Aurrera,Santa Clara Mantequilla 90g - Producto de alta calidad para tu hogar,30.86,4.0,305,2025-11-18T16:20:48.471429,2025-11-18T16:20:48.471430
MX1000612,750992903789,Coca-Cola Refresco Cola 600ml,Coca-Cola,Bebidas,Refresco Cola,600ml,15.28,16.35,6.5,MXN,True,387,https://cdn.grocery-store.mx/products/1000612.jpg,https://www.chedraui.com.mx/producto/1000612,Comercial Mexicana,Coca-Cola Refresco Cola 600ml - Producto de alta calidad para tu hogar,15.28,3.8,148,2025-11-18T16:20:48.471437,2025-11-18T16:20:48.471437
MX1000613,750191308384,Chimex Jamón de Pavo 200g,Chimex,Carnes y Embutidos,Jamón de Pavo,200g,52.02,52.02,0,MXN,True,410,https://cdn.grocery-store.mx/products/1000613.jpg,https://www.heb.com.mx/producto/1000613,Bodega Aurrera,Chimex Jamón de Pavo 200g - Producto de alta calidad para tu hogar,52.02,3.6,380,2025-11-18T16:20:48.471444,2025-11-18T16:20:48.471445
MX1000614,750810261572,Yoplait Yogurt Bebible 240ml,Yoplait,Lácteos,Yogurt Bebible,240ml,13.19,13.19,0,MXN,True,482,https://cdn.grocery-store.mx/products/1000614.jpg,https://www.heb.com.mx/producto/1000614,HEB,Yoplait Yogurt Bebible 240ml - Producto de alta calidad para tu hogar,13.19,3.8,218,2025-11-18T16:20:48.471451,2025-11-18T16:20:48.471452
MX1000615,750291250711,Ricolino Papas Fritas Naturales 170g,Ricolino,Botanas y Snacks,Papas Fritas Naturales,170g,47.05,47.05,0,MXN,True,403,https://cdn.grocery-store.mx/products/1000615.jpg,https://www.heb.com.mx/producto/1000615,Soriana,Ricolino Papas Fritas Naturales 170g - Producto de alta calidad para tu hogar,47.05,4.4,31,2025-11-18T16:20:48.471458,2025-11-18T16:20:48.471459
MX1000616,750498319276,Delimex Pizza Congelada 400g,Delimex,Congelados,Pizza Congelada,400g,102.83,102.83,0,MXN,True,384,https://cdn.grocery-store.mx/products/1000616.jpg,https://www.walmart.com.mx/producto/1000616,Comercial Mexicana,Delimex Pizza Congelada 400g - Producto de alta calidad para tu hogar,102.83,4.4,49,2025-11-18T16:20:48.471465,2025-11-18T16:20:48.471466
MX1000617,750467748270,Quaker Corn Flakes 500g,Quaker,Cereales,Corn Flakes,500g,69.74,69.74,0,MXN,True,275,https://cdn.grocery-store.mx/products/1000617.jpg,https://www.comercialmexicana.com.mx/producto/1000617,Chedraui,Quaker Corn Flakes 500g - Producto de alta calidad para tu hogar,69.74,3.6,296,2025-11-18T16:20:48.471472,2025-11-18T16:20:48.471473
MX1000618,750186753205,Knorr Arroz Blanco 1kg,Knorr,Despensa,Arroz Blanco,1kg,32.73,41.54,21.2,MXN,True,119,https://cdn.grocery-store.mx/products/1000618.jpg,https://www.soriana.com.mx/producto/1000618,Soriana,Knorr Arroz Blanco 1kg - Producto de alta calidad para tu hogar,32.73,3.6,133,2025-11-18T16:20:48.471480,2025-11-18T16:20:48.471481
MX1000619,750508009471,Maestro Limpio Detergente Líquido 1L,Maestro Limpio,Limpieza,Detergente Líquido,1L,68.49,86.63,20.9,MXN,True,392,https://cdn.grocery-store.mx/products/1000619.jpg,https://www.heb.com.mx/producto/1000619,Chedraui,Maestro Limpio Detergente Líquido 1L - Producto de alta calidad para tu hogar,68.49,4.2,292,2025-11-18T16:20:48.471488,2025-11-18T16:20:48.471488
MX1000620,750823957887,Clemente Jacques Arroz Blanco 1kg,Clemente Jacques,Despensa,Arroz Blanco,1kg,26.97,26.97,0,MXN,True,416,https://cdn.grocery-store.mx/products/1000620.jpg,https://www.lacomer.com.mx/producto/1000620,Chedraui,Clemente Jacques Arroz Blanco 1kg - Producto de alta calidad para tu hogar,26.97,4.9,99,2025-11-18T16:20:48.471495,2025-11-18T16:20:48.471496
MX1000621,750921224782,Dove Toallas Sanitarias 10pz,Dove,Higiene Personal,Toallas Sanitarias,10pz,35.01,39.3,10.9,MXN,True,334,https://cdn.grocery-store.mx/products/1000621.jpg,https://www.comercialmexicana.com.mx/producto/1000621,Bodega Aurrera,Dove Toallas Sanitarias 10pz - Producto de alta calidad para tu hogar,35.01,4.7,293,2025-11-18T16:20:48.471504,2025-11-18T16:20:48.471505
MX1000622,750410333757,Pinol Limpiador Multiusos Lavanda 1L,Pinol,Limpieza,Limpiador Multiusos Lavanda,1L,33.11,33.11,0,MXN,True,498,https://cdn.grocery-store.mx/products/1000622.jpg,https://www.walmart.com.mx/producto/1000622,Soriana,Pinol Limpiador Multiusos Lavanda 1L - Producto de alta calidad para tu hogar,33.11,4.6,379,2025-11-18T16:20:48.471511,2025-11-18T16:20:48.471512
MX1000623,750934101471,FUD Salchicha de Pavo 500g,FUD,Carnes y Embutidos,Salchicha de Pavo,500g,69.44,69.44,0,MXN,True,370,https://cdn.grocery-store.mx/products/1000623.jpg,https://www.heb.com.mx/producto/1000623,Chedraui,FUD Salchicha de Pavo 500g - Producto de alta calidad para tu hogar,69.44,4.5,451,2025-11-18T16:20:48.471518,2025-11-18T16:20:48.471519
MX1000624,750771840880,Garnier Toallas Sanitarias 10pz,Garnier,Higiene Personal,Toallas Sanitarias,10pz,37.77,41.69,9.4,MXN,True,63,https://cdn.grocery-store.mx/products/1000624.jpg,https://www.chedraui.com.mx/producto/1000624,Chedraui,Garnier Toallas Sanitarias 10pz - Producto de alta calidad para tu hogar,37.77,4.7,155,2025-11-18T16:20:48.471527,2025-11-18T16:20:48.471528
MX1000625,750745158458,Takis Chocolate 40g,Takis,Botanas y Snacks,Chocolate,40g,13.77,17.21,20.0,MXN,True,471,https://cdn.grocery-store.mx/products/1000625.jpg,https://www.heb.com.mx/producto/1000625,Chedraui,Takis Chocolate 40g - Producto de alta calidad para tu hogar,13.77,4.5,91,2025-11-18T16:20:48.471536,2025-11-18T16:20:48.471537
MX1000626,750822268986,Suandy Pan de Caja Blanco 680g,Suandy,Panadería,Pan de Caja Blanco,680g,39.05,39.05,0,MXN,True,469,https://cdn.grocery-store.mx/products/1000626.jpg,https://www.bodegaaurrera.com.mx/producto/1000626,HEB,Suandy Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,39.05,4.8,26,2025-11-18T16:20:48.471543,2025-11-18T16:20:48.471544
MX1000627,750766640967,Ricolino Galletas de Chocolate 120g,Ricolino,Botanas y Snacks,Galletas de Chocolate,120g,22.54,25.47,11.5,MXN,True,304,https://cdn.grocery-store.mx/products/1000627.jpg,https://www.comercialmexicana.com.mx/producto/1000627,Walmart,Ricolino Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,22.54,4.7,447,2025-11-18T16:20:48.471551,2025-11-18T16:20:48.471552
MX1000628,750147363762,Holanda Pollo Empanizado 450g,Holanda,Congelados,Pollo Empanizado,450g,133.34,133.34,0,MXN,True,221,https://cdn.grocery-store.mx/products/1000628.jpg,https://www.soriana.com.mx/producto/1000628,Chedraui,Holanda Pollo Empanizado 450g - Producto de alta calidad para tu hogar,133.34,3.6,177,2025-11-18T16:20:48.471560,2025-11-18T16:20:48.471560
MX1000629,750898898819,Sedal Pasta Dental 75ml,Sedal,Higiene Personal,Pasta Dental,75ml,29.14,34.64,15.9,MXN,True,96,https://cdn.grocery-store.mx/products/1000629.jpg,https://www.chedraui.com.mx/producto/1000629,HEB,Sedal Pasta Dental 75ml - Producto de alta calidad para tu hogar,29.14,4.5,218,2025-11-18T16:20:48.471568,2025-11-18T16:20:48.471568
MX1000630,750768500762,Axe Jabón de Tocador 3pk x 90g,Axe,Higiene Personal,Jabón de Tocador,3pk x 90g,50.88,50.88,0,MXN,True,455,https://cdn.grocery-store.mx/products/1000630.jpg,https://www.soriana.com.mx/producto/1000630,La Comer,Axe Jabón de Tocador 3pk x 90g - Producto de alta calidad para tu hogar,50.88,4.5,424,2025-11-18T16:20:48.471574,2025-11-18T16:20:48.471575
MX1000631,750243216755,Lala Yogurt con Fruta 150g,Lala,Lácteos,Yogurt con Fruta,150g,11.07,14.32,22.7,MXN,True,107,https://cdn.grocery-store.mx/products/1000631.jpg,https://www.lacomer.com.mx/producto/1000631,HEB,Lala Yogurt con Fruta 150g - Producto de alta calidad para tu hogar,11.07,4.2,198,2025-11-18T16:20:48.471582,2025-11-18T16:20:48.471583
MX1000632,750232267160,Peñafiel Refresco de Manzana 355ml,Peñafiel,Bebidas,Refresco de Manzana,355ml,13.51,13.51,0,MXN,True,339,https://cdn.grocery-store.mx/products/1000632.jpg,https://www.lacomer.com.mx/producto/1000632,Comercial Mexicana,Peñafiel Refresco de Manzana 355ml - Producto de alta calidad para tu hogar,13.51,4.1,85,2025-11-18T16:20:48.471590,2025-11-18T16:20:48.471591
MX1000633,750332937511,Takis Galletas Saladas 200g,Takis,Botanas y Snacks,Galletas Saladas,200g,18.96,18.96,0,MXN,True,452,https://cdn.grocery-store.mx/products/1000633.jpg,https://www.walmart.com.mx/producto/1000633,Chedraui,Takis Galletas Saladas 200g - Producto de alta calidad para tu hogar,18.96,3.9,91,2025-11-18T16:20:48.471597,2025-11-18T16:20:48.471598
MX1000634,750680170739,Cheetos Cacahuates Japoneses 80g,Cheetos,Botanas y Snacks,Cacahuates Japoneses,80g,21.04,21.04,0,MXN,True,290,https://cdn.grocery-store.mx/products/1000634.jpg,https://www.heb.com.mx/producto/1000634,HEB,Cheetos Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,21.04,4.6,21,2025-11-18T16:20:48.471604,2025-11-18T16:20:48.471604
MX1000635,750568656485,Chimex Salchicha de Pavo 500g,Chimex,Carnes y Embutidos,Salchicha de Pavo,500g,68.13,68.13,0,MXN,True,225,https://cdn.grocery-store.mx/products/1000635.jpg,https://www.bodegaaurrera.com.mx/producto/1000635,Walmart,Chimex Salchicha de Pavo 500g - Producto de alta calidad para tu hogar,68.13,4.3,218,2025-11-18T16:20:48.471611,2025-11-18T16:20:48.471611
MX1000636,750795285162,Delimex Papas a la Francesa 1kg,Delimex,Congelados,Papas a la Francesa,1kg,62.0,62.0,0,MXN,True,170,https://cdn.grocery-store.mx/products/1000636.jpg,https://www.lacomer.com.mx/producto/1000636,HEB,Delimex Papas a la Francesa 1kg - Producto de alta calidad para tu hogar,62.0,4.3,258,2025-11-18T16:20:48.471618,2025-11-18T16:20:48.471618
MX1000637,750730615675,Sabritas Papas Fritas Naturales 170g,Sabritas,Botanas y Snacks,Papas Fritas Naturales,170g,44.61,44.61,0,MXN,True,261,https://cdn.grocery-store.mx/products/1000637.jpg,https://www.soriana.com.mx/producto/1000637,Comercial Mexicana,Sabritas Papas Fritas Naturales 170g - Producto de alta calidad para tu hogar,44.61,4.7,100,2025-11-18T16:20:48.471625,2025-11-18T16:20:48.471625
MX1000638,750959035634,KIR Salchicha de Pavo 500g,KIR,Carnes y Embutidos,Salchicha de Pavo,500g,79.34,79.34,0,MXN,True,174,https://cdn.grocery-store.mx/products/1000638.jpg,https://www.bodegaaurrera.com.mx/producto/1000638,Comercial Mexicana,KIR Salchicha de Pavo 500g - Producto de alta calidad para tu hogar,79.34,4.3,70,2025-11-18T16:20:48.471634,2025-11-18T16:20:48.471634
MX1000639,750229542174,Clemente Jacques Salsa Roja 210g,Clemente Jacques,Despensa,Salsa Roja,210g,16.06,21.37,24.8,MXN,True,254,https://cdn.grocery-store.mx/products/1000639.jpg,https://www.soriana.com.mx/producto/1000639,Soriana,Clemente Jacques Salsa Roja 210g - Producto de alta calidad para tu hogar,16.06,3.7,348,2025-11-18T16:20:48.471642,2025-11-18T16:20:48.471643
MX1000640,750973920183,Zwan Pechuga de Pavo 250g,Zwan,Carnes y Embutidos,Pechuga de Pavo,250g,81.9,92.11,11.1,MXN,True,356,https://cdn.grocery-store.mx/products/1000640.jpg,https://www.walmart.com.mx/producto/1000640,Bodega Aurrera,Zwan Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,81.9,4.4,113,2025-11-18T16:20:48.471650,2025-11-18T16:20:48.471650
MX1000641,750868875915,Ciel Jugo de Mango 1L,Ciel,Bebidas,Jugo de Mango,1L,37.41,37.41,0,MXN,False,454,https://cdn.grocery-store.mx/products/1000641.jpg,https://www.walmart.com.mx/producto/1000641,Soriana,Ciel Jugo de Mango 1L - Producto de alta calidad para tu hogar,37.41,4.9,277,2025-11-18T16:20:48.471656,2025-11-18T16:20:48.471657
MX1000642,750356978704,Gamesa Galletas de Chocolate 120g,Gamesa,Botanas y Snacks,Galletas de Chocolate,120g,25.0,30.04,16.8,MXN,True,181,https://cdn.grocery-store.mx/products/1000642.jpg,https://www.bodegaaurrera.com.mx/producto/1000642,La Comer,Gamesa Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,25.0,4.4,203,2025-11-18T16:20:48.471665,2025-11-18T16:20:48.471665
MX1000643,750376922926,Holanda Pollo Empanizado 450g,Holanda,Congelados,Pollo Empanizado,450g,117.32,117.32,0,MXN,True,381,https://cdn.grocery-store.mx/products/1000643.jpg,https://www.bodegaaurrera.com.mx/producto/1000643,Bodega Aurrera,Holanda Pollo Empanizado 450g - Producto de alta calidad para tu hogar,117.32,3.9,355,2025-11-18T16:20:48.471672,2025-11-18T16:20:48.471672
MX1000644,750558705035,Zucaritas Hojuelas de Avena 400g,Zucaritas,Cereales,Hojuelas de Avena,400g,56.88,56.88,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000644.jpg,https://www.lacomer.com.mx/producto/1000644,Walmart,Zucaritas Hojuelas de Avena 400g - Producto de alta calidad para tu hogar,56.88,4.6,34,2025-11-18T16:20:48.471680,2025-11-18T16:20:48.471681
MX1000645,750231096730,Suandy Pan de Caja Blanco 680g,Suandy,Panadería,Pan de Caja Blanco,680g,48.33,53.54,9.7,MXN,True,131,https://cdn.grocery-store.mx/products/1000645.jpg,https://www.comercialmexicana.com.mx/producto/1000645,Bodega Aurrera,Suandy Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,48.33,3.5,24,2025-11-18T16:20:48.471688,2025-11-18T16:20:48.471689
MX1000646,750309559851,Axe Shampoo 400ml,Axe,Higiene Personal,Shampoo,400ml,61.18,61.18,0,MXN,True,10,https://cdn.grocery-store.mx/products/1000646.jpg,https://www.heb.com.mx/producto/1000646,Walmart,Axe Shampoo 400ml - Producto de alta calidad para tu hogar,61.18,4.1,33,2025-11-18T16:20:48.471695,2025-11-18T16:20:48.471696
MX1000647,750116681101,Isadora Salsa Verde 210g,Isadora,Despensa,Salsa Verde,210g,16.04,16.04,0,MXN,True,100,https://cdn.grocery-store.mx/products/1000647.jpg,https://www.chedraui.com.mx/producto/1000647,Soriana,Isadora Salsa Verde 210g - Producto de alta calidad para tu hogar,16.04,4.5,359,2025-11-18T16:20:48.471702,2025-11-18T16:20:48.471703
MX1000648,750713939804,Kelloggs Avena Instantánea 350g,Kelloggs,Cereales,Avena Instantánea,350g,54.95,54.95,0,MXN,True,344,https://cdn.grocery-store.mx/products/1000648.jpg,https://www.comercialmexicana.com.mx/producto/1000648,La Comer,Kelloggs Avena Instantánea 350g - Producto de alta calidad para tu hogar,54.95,4.1,237,2025-11-18T16:20:48.471709,2025-11-18T16:20:48.471709
MX1000649,750930175756,Nivea Shampoo 400ml,Nivea,Higiene Personal,Shampoo,400ml,67.81,67.81,0,MXN,True,316,https://cdn.grocery-store.mx/products/1000649.jpg,https://www.bodegaaurrera.com.mx/producto/1000649,Bodega Aurrera,Nivea Shampoo 400ml - Producto de alta calidad para tu hogar,67.81,4.7,203,2025-11-18T16:20:48.471715,2025-11-18T16:20:48.471716
MX1000650,750145698377,Jumex Refresco Cola 600ml,Jumex,Bebidas,Refresco Cola,600ml,16.09,16.09,0,MXN,True,234,https://cdn.grocery-store.mx/products/1000650.jpg,https://www.heb.com.mx/producto/1000650,Walmart,Jumex Refresco Cola 600ml - Producto de alta calidad para tu hogar,16.09,4.3,429,2025-11-18T16:20:48.471722,2025-11-18T16:20:48.471723
MX1000651,750238782606,Philadelphia Yogurt con Fruta 150g,Philadelphia,Lácteos,Yogurt con Fruta,150g,10.12,12.75,20.6,MXN,True,0,https://cdn.grocery-store.mx/products/1000651.jpg,https://www.bodegaaurrera.com.mx/producto/1000651,La Comer,Philadelphia Yogurt con Fruta 150g - Producto de alta calidad para tu hogar,10.12,3.9,108,2025-11-18T16:20:48.471731,2025-11-18T16:20:48.471732
MX1000652,750104013940,Salvo Cloro 1L,Salvo,Limpieza,Cloro,1L,19.3,19.3,0,MXN,True,345,https://cdn.grocery-store.mx/products/1000652.jpg,https://www.comercialmexicana.com.mx/producto/1000652,La Comer,Salvo Cloro 1L - Producto de alta calidad para tu hogar,19.3,4.6,467,2025-11-18T16:20:48.471738,2025-11-18T16:20:48.471739
MX1000653,750852137549,Del Valle Jugo de Mango 1L,Del Valle,Bebidas,Jugo de Mango,1L,37.06,37.06,0,MXN,True,152,https://cdn.grocery-store.mx/products/1000653.jpg,https://www.comercialmexicana.com.mx/producto/1000653,HEB,Del Valle Jugo de Mango 1L - Producto de alta calidad para tu hogar,37.06,4.2,472,2025-11-18T16:20:48.471747,2025-11-18T16:20:48.471747
MX1000654,750397681979,FUD Pechuga de Pavo 250g,FUD,Carnes y Embutidos,Pechuga de Pavo,250g,90.39,90.39,0,MXN,True,366,https://cdn.grocery-store.mx/products/1000654.jpg,https://www.heb.com.mx/producto/1000654,Bodega Aurrera,FUD Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,90.39,4.0,305,2025-11-18T16:20:48.471754,2025-11-18T16:20:48.471755
MX1000655,750638408628,Verde Valle Salsa Roja 210g,Verde Valle,Despensa,Salsa Roja,210g,12.79,12.79,0,MXN,True,492,https://cdn.grocery-store.mx/products/1000655.jpg,https://www.bodegaaurrera.com.mx/producto/1000655,La Comer,Verde Valle Salsa Roja 210g - Producto de alta calidad para tu hogar,12.79,3.6,380,2025-11-18T16:20:48.471762,2025-11-18T16:20:48.471763
MX1000656,750326698301,San Rafael Chorizo 400g,San Rafael,Carnes y Embutidos,Chorizo,400g,76.89,76.89,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000656.jpg,https://www.heb.com.mx/producto/1000656,La Comer,San Rafael Chorizo 400g - Producto de alta calidad para tu hogar,76.89,3.8,456,2025-11-18T16:20:48.471771,2025-11-18T16:20:48.471772
MX1000657,750851394202,Chimex Mortadela 250g,Chimex,Carnes y Embutidos,Mortadela,250g,40.48,43.84,7.7,MXN,True,232,https://cdn.grocery-store.mx/products/1000657.jpg,https://www.walmart.com.mx/producto/1000657,Walmart,Chimex Mortadela 250g - Producto de alta calidad para tu hogar,40.48,4.7,410,2025-11-18T16:20:48.471779,2025-11-18T16:20:48.471780
MX1000658,750196212003,Marinela Galletas de Chocolate 120g,Marinela,Botanas y Snacks,Galletas de Chocolate,120g,24.77,24.77,0,MXN,True,68,https://cdn.grocery-store.mx/products/1000658.jpg,https://www.chedraui.com.mx/producto/1000658,Bodega Aurrera,Marinela Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,24.77,4.3,447,2025-11-18T16:20:48.471786,2025-11-18T16:20:48.471787
MX1000659,750439820241,Knorr Aceite Vegetal 1L,Knorr,Despensa,Aceite Vegetal,1L,35.84,35.84,0,MXN,True,296,https://cdn.grocery-store.mx/products/1000659.jpg,https://www.soriana.com.mx/producto/1000659,Walmart,Knorr Aceite Vegetal 1L - Producto de alta calidad para tu hogar,35.84,4.9,364,2025-11-18T16:20:48.471793,2025-11-18T16:20:48.471794
MX1000660,750428650922,Wonder Pan de Caja Integral 680g,Wonder,Panadería,Pan de Caja Integral,680g,56.31,56.31,0,MXN,True,168,https://cdn.grocery-store.mx/products/1000660.jpg,https://www.bodegaaurrera.com.mx/producto/1000660,Soriana,Wonder Pan de Caja Integral 680g - Producto de alta calidad para tu hogar,56.31,4.0,155,2025-11-18T16:20:48.471800,2025-11-18T16:20:48.471800
MX1000661,750757163548,Wonder Pan Tostado 270g,Wonder,Panadería,Pan Tostado,270g,39.14,39.14,0,MXN,True,449,https://cdn.grocery-store.mx/products/1000661.jpg,https://www.soriana.com.mx/producto/1000661,Bodega Aurrera,Wonder Pan Tostado 270g - Producto de alta calidad para tu hogar,39.14,4.0,221,2025-11-18T16:20:48.471807,2025-11-18T16:20:48.471807
MX1000662,750335109149,Coca-Cola Refresco Cola 600ml,Coca-Cola,Bebidas,Refresco Cola,600ml,20.96,20.96,0,MXN,True,429,https://cdn.grocery-store.mx/products/1000662.jpg,https://www.heb.com.mx/producto/1000662,Soriana,Coca-Cola Refresco Cola 600ml - Producto de alta calidad para tu hogar,20.96,3.6,60,2025-11-18T16:20:48.471814,2025-11-18T16:20:48.471815
MX1000663,750445413859,Del Valle Agua Natural 1.5L,Del Valle,Bebidas,Agua Natural,1.5L,13.82,13.82,0,MXN,False,41,https://cdn.grocery-store.mx/products/1000663.jpg,https://www.comercialmexicana.com.mx/producto/1000663,La Comer,Del Valle Agua Natural 1.5L - Producto de alta calidad para tu hogar,13.82,3.9,8,2025-11-18T16:20:48.471822,2025-11-18T16:20:48.471823
MX1000664,750663797023,Kelloggs Granola 300g,Kelloggs,Cereales,Granola,300g,66.14,66.14,0,MXN,True,480,https://cdn.grocery-store.mx/products/1000664.jpg,https://www.comercialmexicana.com.mx/producto/1000664,Walmart,Kelloggs Granola 300g - Producto de alta calidad para tu hogar,66.14,4.9,11,2025-11-18T16:20:48.471829,2025-11-18T16:20:48.471830
MX1000665,750430475778,Marinela Papas Fritas Naturales 45g,Marinela,Botanas y Snacks,Papas Fritas Naturales,45g,13.61,17.07,20.3,MXN,True,53,https://cdn.grocery-store.mx/products/1000665.jpg,https://www.lacomer.com.mx/producto/1000665,Comercial Mexicana,Marinela Papas Fritas Naturales 45g - Producto de alta calidad para tu hogar,13.61,4.7,377,2025-11-18T16:20:48.471837,2025-11-18T16:20:48.471838
MX1000666,750579979058,Barcel Galletas de Chocolate 120g,Barcel,Botanas y Snacks,Galletas de Chocolate,120g,27.52,27.52,0,MXN,True,441,https://cdn.grocery-store.mx/products/1000666.jpg,https://www.bodegaaurrera.com.mx/producto/1000666,La Comer,Barcel Galletas de Chocolate 120g - Producto de alta calidad para tu hogar,27.52,4.1,108,2025-11-18T16:20:48.471844,2025-11-18T16:20:48.471845
MX1000667,750985128197,KIR Mortadela 250g,KIR,Carnes y Embutidos,Mortadela,250g,47.94,47.94,0,MXN,True,126,https://cdn.grocery-store.mx/products/1000667.jpg,https://www.soriana.com.mx/producto/1000667,Comercial Mexicana,KIR Mortadela 250g - Producto de alta calidad para tu hogar,47.94,3.8,118,2025-11-18T16:20:48.471851,2025-11-18T16:20:48.471852
MX1000668,750235562644,Nestlé Cereal de Chocolate 350g,Nestlé,Cereales,Cereal de Chocolate,350g,76.4,76.4,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000668.jpg,https://www.bodegaaurrera.com.mx/producto/1000668,Soriana,Nestlé Cereal de Chocolate 350g - Producto de alta calidad para tu hogar,76.4,4.3,37,2025-11-18T16:20:48.471862,2025-11-18T16:20:48.471863
MX1000669,750905199090,Gamesa Papas Fritas con Chile 62g,Gamesa,Botanas y Snacks,Papas Fritas con Chile,62g,16.73,16.73,0,MXN,True,0,https://cdn.grocery-store.mx/products/1000669.jpg,https://www.chedraui.com.mx/producto/1000669,Chedraui,Gamesa Papas Fritas con Chile 62g - Producto de alta calidad para tu hogar,16.73,4.6,128,2025-11-18T16:20:48.471871,2025-11-18T16:20:48.471872
MX1000670,750684914354,Herdez Harina de Trigo 1kg,Herdez,Despensa,Harina de Trigo,1kg,27.81,27.81,0,MXN,True,399,https://cdn.grocery-store.mx/products/1000670.jpg,https://www.comercialmexicana.com.mx/producto/1000670,Bodega Aurrera,Herdez Harina de Trigo 1kg - Producto de alta calidad para tu hogar,27.81,3.9,166,2025-11-18T16:20:48.471878,2025-11-18T16:20:48.471879
