sku,upc,name,brand,category,price,list_price,currency,discount_percentage,available,stock,image_url,local_image,product_url,store,description,rating,reviews_count,size,scraped_at
3674937,750110810413,Paellera Navideña con Vino,Otras Marcas,Despensa,826.2,972.0,MXN,15.0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58426840/7501108104131_00.jpg?v=638986047047830000,product_images\3674937.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/paellera-navidena-con-vino-3674937/p,Chedraui,"Paellera Navideña con Vino
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo av",4.9,189,,2025-11-18T17:21:04.189395
3813168,000038131684,Jamón de Pierna Real San Rafael 250g,San Rafael,Carnes,54.0,54.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57845317/7501040023989_00.jpg?v=638979570939370000,product_images\3813168.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-de-pierna-real-san-rafael-250g-3813168/p,Chedraui,"Jamón de Pierna Real San Rafael 250g
<lt/>div<gt/><lt/>br<gt/><lt/>b<gt/>Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pued",4.0,281,,2025-11-18T17:21:08.479131
3813710,000038137105,Salchicha Frankfurt Ahumada Fud 500g,FUD,Carnes,36.0,36.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58248172/7501040024047_00.jpg?v=638983350185770000,product_images\3813710.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salchicha-frankfurt-ahumada-fud-500g-3813710/p,Chedraui,"Salchicha Frankfurt Ahumada Fud 500g
<lt/>div<gt/><lt/>br<gt/><lt/>b<gt/>Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pued",4.1,193,,2025-11-18T17:21:09.151995
3696318,000036963188,Salami El Pozo Extra Loncheado 80g,El Pozo,Carnes,49.0,49.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57653167/8410843105121_00.jpg?v=638978802753200000,product_images\3696318.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-el-pozo-extra-loncheado-80g-3696318/p,Chedraui,"Salami Extra Loncheado 80g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo ",4.0,61,,2025-11-18T17:21:09.848902
3007742,750105774041,Salami Zwan Peperami Original 23g,Peperami,Carnes,18.8,23.5,MXN,20.0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57723829/7501057740411_00.jpg?v=638978985326200000,product_images\3007742.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-zwan-peperami-original-23g-3007742/p,Chedraui,Peperami es un snack saludable alto en proteína (27% de proteína) que es ideal para aniquilar ese antojo de media tarde. Su sabor único e intenso y su mordida firme complementan la experiencia total d,3.8,425,,2025-11-18T17:21:10.463140
3007206,750300147548,Salami Peñaranda Extra 100g,Peñaranda,Carnes,109.0,109.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58434892/7503001475486_00.jpg?v=638986063961730000,product_images\3007206.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-penaranda-extra-100g-3007206/p,Chedraui,"Salami Extra tiene una agradable consistencia, grasa fina, bien repartida, que se siente fondante, es  jugoso y de exquisito sabor. Perfecto para la cena o diversidad de platillos.
<div><br><b>*Las im",4.1,299,,2025-11-18T17:21:11.260273
3220603,000032206036,Surtido Real Ibérico Embutidos 200g,Real Ibérico,Carnes,179.0,179.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58698633/8421511001003_00.jpg?v=638990913780570000,product_images\3220603.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/surtido-real-iberico-embutidos-200g-3220603/p,Chedraui,"Ideal como botana o en charola para picar
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o var",3.6,357,,2025-11-18T17:21:11.940684
3009316,000030093164,Jamón Serrano Peñaranda kg,Peñaranda,Carnes,1275.0,1275.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57839261/7503001475257_00.jpg?v=638979557255400000,product_images\3009316.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-penaranda-kg-3009316/p,Chedraui,"Jamón Serrano tiene una agradable consistencia, gran color, tierno y de sabor fino, salado balanceado, donde la grasa se siente fondante y de sabor avellanado.
<div><br><b>*Las imágenes del producto s",3.9,303,,2025-11-18T17:21:12.689622
3502470,750105774052,Salami Peperami Zwan Pavo 23g,Peperami,Carnes,20.0,25.0,MXN,20.0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57716955/7501057740527_00.jpg?v=638978966500830000,product_images\3502470.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-peperami-zwan-pavo-23g-3502470/p,Chedraui,"Peperami es un snack de pavo, saludable, alto en proteína (24% de proteína) que es ideal para aniquilar ese antojo de media tarde. Su sabor único e intenso y su mordida firme complementan la experienc",5.0,418,,2025-11-18T17:21:13.526592
3355379,000033553795,Jamón Peñaranda Horneado Sin Sal 200g,Peñaranda,Carnes,180.0,180.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58426328/7503001475998_00.jpg?v=638986045769770000,product_images\3355379.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-penaranda-horneado-sin-sal-200g-3355379/p,Chedraui,"El Jamón Horneado,  se distingue por los diferentes músculos que conforman la pieza, unas finas vetas de grasa y los matices de color normal de la carne cocida y de  calidad.  Es ideal para aquellos q",5.0,454,,2025-11-18T17:21:14.187422
3354429,750222158010,Salami Peñaranda Génova 100g,Peñaranda,Carnes,109.0,109.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58425958/7502221580109_00.jpg?v=638986045357700000,product_images\3354429.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-penaranda-genova-100g-3354429/p,Chedraui,"Salami Génova, tiene especial sabor y consistencia. Perfecto para tapas, ciabatta, Focacia y en  diversidad de platillos.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseño",4.8,32,,2025-11-18T17:21:15.083054
3202534,000032025347,Jamón Serrano Bernina 85g,Bernina,Carnes,89.0,99.0,MXN,10.1,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57726807/7501040076732_00.jpg?v=638978992763000000,product_images\3202534.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-bernina-85g-3202534/p,Chedraui,"Jamón Serrano Bernina 85g. Pierna de Cerdo
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o va",4.4,420,,2025-11-18T17:21:15.971689
3154660,750104005196,Jamón Serrano Tangamanga 100g,Tangamanga,Carnes,98.0,98.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58209892/7501040051968_00.jpg?v=638983266401100000,product_images\3154660.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-tangamanga-100g-3154660/p,Chedraui,"Jamón Serrano Tangamanga 100g. Elaborado con el proceso español.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc)",3.9,36,,2025-11-18T17:21:16.661260
3009339,000030093393,Salami Peñaranda Extra kg,Peñaranda,Carnes,792.0,792.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57728562/7503001475189_00.jpg?v=638978997338930000,product_images\3009339.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-penaranda-extra-kg-3009339/p,Chedraui,"Salami Extra tiene una agradable consistencia, grasa fina, bien repartida, que se siente fondante, es  jugoso y de exquisito sabor. Perfecto para la cena o diversidad de platillos.
<div><br><b>*Las im",4.6,239,,2025-11-18T17:21:17.325669
3007737,000030077379,Salami Zwan Peperami Hot 23g,Peperami,Carnes,18.8,23.5,MXN,20.0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57723822/7501057740435_00.jpg?v=638978985309400000,product_images\3007737.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-zwan-peperami-hot-23g-3007737/p,Chedraui,Peperami es un snack saludable alto en proteína (27% de proteína) que es ideal para aniquilar ese antojo de media tarde. Su sabor único y balanceado y su mordida firme complementan la experiencia tota,3.6,144,,2025-11-18T17:21:17.926112
3007198,000030071988,Jamón Serrano Peñaranda 100g,Peñaranda,Carnes,170.0,170.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58434891/7503001475592_00.jpg?v=638986063957700000,product_images\3007198.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-penaranda-100g-3007198/p,Chedraui,"Jamón Serrano tiene una agradable consistencia, gran color, tierno y de sabor fino, salado balanceado, donde la grasa se siente fondante y de sabor avellanado.
<div><br><b>*Las imágenes del producto s",4.6,296,,2025-11-18T17:21:18.602584
3007113,842151124586,Jamón Serrano Real Ibérico 100g,Real Ibérico,Carnes,98.0,98.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58701544/8421511245865_00.jpg?v=638990920836930000,product_images\3007113.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-real-iberico-100g-3007113/p,Chedraui,"Ideal como botana o en charola para picar
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o var",3.6,213,,2025-11-18T17:21:19.270057
3881495,000038814952,Carnes de Res para Asar SuKarne 500g,Sukarne,Carnes,139.0,139.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58726456/7501293514494_00.jpg?v=638990977671670000,product_images\3881495.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/carnes-de-res-para-asar-sukarne-500g-3881495/p,Chedraui,"Carne de res en cortes para asar. <div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin pr",4.3,205,,2025-11-18T17:21:19.939609
3710318,000037103187,Croquetas KiteKat para Gatos Sabor Carnes 1.3Kg,KiteKat,Carnes,88.0,88.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58690263/7506174515027_00.jpg?v=638990892270230000,product_images\3710318.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/croquetas-kitekat-para-gatos-sabor-carnes-13kg-3710318/p,Chedraui,Nutrientes esenciales en irresistibles croquetas,4.3,145,,2025-11-18T17:21:20.952574
3710316,000037103163,Croquetas KiteKat para Gatos Sabor Carnes 3Kg,KiteKat,Carnes,181.0,181.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57118387/7506174515034_00.jpg?v=638972411098630000,product_images\3710316.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/croquetas-kitekat-para-gatos-sabor-carnes-3kg-3710316/p,Chedraui,Nutrientes esenciales en irresistibles croquetas,3.8,201,,2025-11-18T17:21:21.610240
3696379,000036963799,Jamón El Pozo Cebo Ibérico 60g,El Pozo,Carnes,99.0,99.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57653822/8410843110453_00.jpg?v=638978803975170000,product_images\3696379.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-el-pozo-cebo-iberico-60g-3696379/p,Chedraui,"Jamón de Cebo Ibérico 60g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo a",3.6,311,,2025-11-18T17:21:22.304064
3686260,000036862603,Salami San Rafael Mini Bites 30g,San Rafael,Carnes,26.0,26.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58334653/7501040072154_00.jpg?v=638984702510270000,product_images\3686260.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-san-rafael-mini-bites-30g-3686260/p,Chedraui,"Salami San Rafael Mini Bites 30g. Carne 100% de cerdo.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden ca",4.5,479,,2025-11-18T17:21:22.977183
3678427,750105760361,Salami Carneli Madurado 100g,Carneli,Carnes,88.0,88.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57650434/7501057603617_00.jpg?v=638978794973670000,product_images\3678427.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-carneli-madurado-100g-3678427/p,Chedraui,"Salami madurado 100g, un sabor puro y exquisito al paladar, resultado de un cuidado en su maduración: practico y listo para consumir en cualquier momento.
<div><br><b>*Las imágenes del producto son ún",4.1,13,,2025-11-18T17:21:23.885950
3517282,841103415639,Jamón Serrano Casademont 100g,Casademont,Carnes,105.0,105.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57653984/8411034156397_00.jpg?v=638978804445470000,product_images\3517282.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-casademont-100g-3517282/p,Chedraui,"Ideal como botana o en charola para picar
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o var",3.6,394,,2025-11-18T17:21:24.556669
3354423,000033544236,Jamón Peñaranda Finas Hierbas 200g,Peñaranda,Carnes,180.0,180.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57834985/7503001475943_00.jpg?v=638979547773200000,product_images\3354423.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-penaranda-finas-hierbas-200g-3354423/p,Chedraui,"El Jamón a las Finas Hierbas, tiene sabor muy definido y agradable, una rebanada de gran consistencia y calidad, su sabor es a carne y sensación ligeramente salada, ideal para el desayuno o la cena.
<",4.5,454,,2025-11-18T17:21:25.382938
3321848,000033218489,Salami Kir Cocido kg,KIR,Carnes,194.0,194.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57838323/7501147519729_00.jpg?v=638979554971800000,product_images\3321848.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-kir-cocido-kg-3321848/p,Chedraui,"El delicioso sabor del salami KIR, listo para preparar platillos fríos o calientes. Ideal para comidas que no necesiten mucho tiempo de preparación, aporta nutrientes y proteína.
<div><br><b>*Las imág",4.0,213,,2025-11-18T17:21:25.994875
3009313,000030093133,Jamón Serrano Tangamanga Kg,Tangamanga,Carnes,1000.0,1029.0,MXN,2.82,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58334991/7501576252303_00.jpg?v=638984703393800000,product_images\3009313.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-tangamanga-kg-3009313/p,Chedraui,"Jamón Serrano Tangamanga Kg. Elaborado con el proceso español.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) p",3.6,323,,2025-11-18T17:21:26.678915
3008024,000030080249,Jamón Serrano San Rafael 100g,San Rafael,Carnes,117.0,117.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58340105/75014391_00.jpg?v=638984716878830000,product_images\3008024.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-san-rafael-100g-3008024/p,Chedraui,"Jamón Serrano San Rafael 100g. 12 meses de maduración
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cam",4.6,167,,2025-11-18T17:21:27.338510
3007222,000030072220,Salami Peñaranda Milano 100g,Peñaranda,Carnes,115.0,115.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58435655/7502221580208_00.jpg?v=638986065771670000,product_images\3007222.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-penaranda-milano-100g-3007222/p,Chedraui,"Salami Milano, tiene especial sabor y consistencia. Perfecto para tapas, ciabatta, Focacia y en  diversidad de platillos.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseño",3.6,158,,2025-11-18T17:21:28.295293
3007123,000030071230,Jamón Serrano Iglesias Redondo 100g,Redondo Iglesias,Carnes,135.0,135.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57733661/8427919000006_00.jpg?v=638979010869730000,product_images\3007123.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-iglesias-redondo-100g-3007123/p,Chedraui,"Ideal como botana o en charola para picar
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o var",4.1,19,,2025-11-18T17:21:28.959354
3809525,750222158108,Gran Selección Peñaranda Salami 200g,Peñaranda,Carnes,239.0,239.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58451200/7502221581083_00.jpg?v=638986098451170000,product_images\3809525.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/gran-seleccion-penaranda-salami-200g-3809525/p,Chedraui,"Gran Selección Peñaranda Salami.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin p",4.7,390,,2025-11-18T17:21:29.871313
3784140,000037841409,Cochinita Pibil La Sierra 250g,La Sierra,Carnes,55.0,55.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58238564/7501052488011_00.jpg?v=638983329382600000,product_images\3784140.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cochinita-pibil-la-sierra-250g-3784140/p,Chedraui,"Cochinita Pibil La Sierra 250g
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin prev",4.3,467,,2025-11-18T17:21:30.843726
3631130,000036311309,Surtido Conde de Luna Maduros 200g,Conde de Luna,Carnes,198.0,198.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57670491/7503007945044_00.jpg?v=638978847391100000,product_images\3631130.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/surtido-conde-de-luna-maduros-200g-3631130/p,Chedraui,"Surtido Conde de Luna Maduros 200g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin",4.2,319,,2025-11-18T17:21:31.529127
3621966,750200498301,Salami Obertal Cervelat 100g,Obertal,Carnes,89.0,89.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57655762/7502004983011_00.jpg?v=638978809479630000,product_images\3621966.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-obertal-cervelat-100g-3621966/p,Chedraui,"Salami Obertal Cervelat 100g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previ",3.9,153,,2025-11-18T17:21:32.197298
3584734,000002511190,Salami Tangamanga Genova Kg,Tangamanga,Carnes,575.0,575.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57781386/7501576252099_00.jpg?v=638979124286930000,product_images\3584734.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-tangamanga-genova-kg-3584734/p,Chedraui,"Salami Tangamanga Genova Kg
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo",4.1,372,,2025-11-18T17:21:33.000313
3557392,000035573920,Salami Zwan Peperami Fuego 23g,Peperami,Carnes,22.4,28.0,MXN,20.0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57719146/7501057740565_00.jpg?v=638978972378870000,product_images\3557392.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-zwan-peperami-fuego-23g-3557392/p,Chedraui,"Peperami es un snack de pavo, saludable, alto en proteína (24% de proteína) que es ideal para aniquilar ese antojo de media tarde. Su sabor único e intenso y su mordida firme complementan la experienc",4.4,253,,2025-11-18T17:21:33.624205
3542642,000035426424,Peperami Zwan Diablo 23g,Peperami,Carnes,22.4,28.0,MXN,20.0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57716867/7501057740558_00.jpg?v=638978966248230000,product_images\3542642.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/peperami-zwan-diablo-23g-3542642/p,Chedraui,Peperami es un snack saludable alto en proteína (27% de proteína) que es ideal para aniquilar ese antojo de media tarde. Su sabor único y balanceado y su mordida firme complementan la experiencia tota,4.4,217,,2025-11-18T17:21:34.230145
3419701,000034197011,Jamón Serrano Reserva Campofrío 100g,Campofrío,Carnes,187.0,187.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57722709/7501576252167_00.jpg?v=638978982684870000,product_images\3419701.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-reserva-campofrio-100g-3419701/p,Chedraui,"Jamón Serrano Reserva Campofrío 100g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar s",4.9,337,,2025-11-18T17:21:34.882886
3292729,750102030722,Sazonador Catarino's Para Carnes 107g,Catarino's,Carnes,47.0,47.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58197450/7501020307221_00.jpg?v=638983241334770000,product_images\3292729.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/sazonador-catarinos-para-carnes-107g-3292729/p,Chedraui,"Para Catarino´s, la selección, calidad y frescura de las mejores.
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) ",4.1,409,,2025-11-18T17:21:35.515403
3284436,750142830111,Salami Riojano Loncheado 100g,Riojano,Carnes,78.5,78.5,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57719115/7501428301111_00.jpg?v=638978972297300000,product_images\3284436.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-riojano-loncheado-100g-3284436/p,Chedraui,"Delicioso Salami Madurado con pimientas cayenne para un toque de sabor espectacular.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L,",3.9,93,,2025-11-18T17:21:36.150249
3009298,000030092983,Jamón Serrano Bernina kg,Bernina,Carnes,959.0,959.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57723748/7501703700479_00.jpg?v=638978985056830000,product_images\3009298.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-bernina-kg-3009298/p,Chedraui,"Jamón Serrano Bernina Kg
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo av",4.3,113,,2025-11-18T17:21:37.047235
3801605,750104007255,Salami Snack´in for you 28g,Snack'in for you,Carnes,20.8,26.0,MXN,20.0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58348218/7501040072550_00.jpg?v=638984735334130000,product_images\3801605.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-snackin-for-you-28g-3801605/p,Chedraui,"Barra de Salami
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b><",3.5,495,,2025-11-18T17:21:37.715444
3678426,000036784264,Jamón Serrano Carneli Madurado 100g,Carneli,Carnes,99.0,108.0,MXN,8.33,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57650475/7501057600227_00.jpg?v=638978795092700000,product_images\3678426.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-carneli-madurado-100g-3678426/p,Chedraui,"Jamón Serrano de cerdo 100 g, deshuesado, con más de 16 meses de maduración . Listo para degustar de forma rápida.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de et",3.8,219,,2025-11-18T17:21:38.630395
3419813,000034198131,Jamón Serrano Reserva Campofrío kg,Campofrío,Carnes,1116.0,1122.0,MXN,0.53,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57660262/7501576250903_00.jpg?v=638978821097730000,product_images\3419813.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-serrano-reserva-campofrio-kg-3419813/p,Chedraui,"Jamón Serrano Reserva Campofrío Kg
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin",4.2,197,,2025-11-18T17:21:39.268517
3310742,000033107424,Jamón Peñaranda Horneado sin sal kg,Peñaranda,Carnes,641.5,641.5,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57834944/7503001475813_00.jpg?v=638979547702200000,product_images\3310742.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jamon-penaranda-horneado-sin-sal-kg-3310742/p,Chedraui,"El Jamón Horneado,  se distingue por los diferentes músculos que conforman la pieza, unas finas vetas de grasa y los matices de color normal de la carne cocida y de  calidad.  Es ideal para aquellos q",4.7,481,,2025-11-18T17:21:39.897237
3009326,000030093263,Salami La Higuera Cocido por Kg,La Higuera,Carnes,140.0,140.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57719386/7501690300317_00.jpg?v=638978973059670000,product_images\3009326.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/salami-la-higuera-cocido-por-kg-3009326/p,Chedraui,"Es un producto tradicional europeo, elaborado con carne de ave y grasa de cerdo, con pimienta y otras especias que le dan un sabor típico, producto básico para pizzas.
<div><br><b>*Las imágenes del pr",4.9,183,,2025-11-18T17:21:40.522688
6024162,000060241627,Freidora De Aire 2 En 1 Con Parrilla Electrica Pink Garlic Afpe25,Pink Garlic,Carnes,2699.0,3519.0,MXN,23.3,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/55103408/gadgetsone2457503057221006_00.jpg?v=638942426852970000,product_images\6024162.jpg,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/freidora-de-aire-2-en-1-con-parrilla-electrica-pink-garlic-afpe25-6024162/p,Chedraui,Descubre la versatilidad de la freidora de aire 2 en 1 con parrilla eléctrica. Este innovador electrodoméstico te permite disfrutar de comidas deliciosas y saludables con un solo aparato su parrilla e,3.7,128,,2025-11-18T17:21:41.152228
