sku,upc,name,brand,category,subcategory,size,price,list_price,discount_percentage,currency,available,stock_quantity,image_url,product_url,store,description,rating,reviews_count,is_school_supply,is_office_supply,scraped_at,last_updated
ST5000541,750469264623,Epson DVD-R Grabable 10pz,Epson,Consumibles de Impresión,DVD-R Grabable,10pz,98.42,98.42,0,MXN,True,162,https://cdn.stationery-store.mx/products/5000541.jpg,https://www.officemax.com.mx/producto/5000541,Costco,Epson DVD-R Grabable 10pz - Artículo de papelería de alta calidad,3.9,254,False,False,2025-11-18T16:26:42.324583,2025-11-18T16:26:42.324583
ST5000542,750981899801,Canon Papel Crepé 10pz,Canon,Hojas y Papel,Papel Crepé,10pz,43.35,43.35,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000542.jpg,https://www.officemax.com.mx/producto/5000542,Lumen,Canon Papel Crepé 10pz - Artículo de papelería de alta calidad,3.9,284,False,True,2025-11-18T16:26:42.324589,2025-11-18T16:26:42.324590
ST5000543,750620146663,Office Depot Folder de Colores 25pz,Office Depot,Archivado y Organización,Folder de Colores,25pz,58.64,58.64,0,MXN,True,19,https://cdn.stationery-store.mx/products/5000543.jpg,https://www.officemax.com.mx/producto/5000543,OfficeMax,Office Depot Folder de Colores 25pz - Artículo de papelería de alta calidad,4.3,74,False,True,2025-11-18T16:26:42.324596,2025-11-18T16:26:42.324597
ST5000544,750686300290,"Adidas Bolsa para Laptop 15"" 1pz",Adidas,Mochilas y Loncheras,"Bolsa para Laptop 15""",1pz,333.03,333.03,0,MXN,True,198,https://cdn.stationery-store.mx/products/5000544.jpg,https://www.costco.com.mx/producto/5000544,Costco,"Adidas Bolsa para Laptop 15"" 1pz - Artículo de papelería de alta calidad",4.0,261,True,False,2025-11-18T16:26:42.324604,2025-11-18T16:26:42.324604
ST5000545,750957934924,Scotch Cinta Doble Cara 1pz,Scotch,Adhesivos,Cinta Doble Cara,1pz,43.37,43.37,0,MXN,True,125,https://cdn.stationery-store.mx/products/5000545.jpg,https://www.costco.com.mx/producto/5000545,Walmart,Scotch Cinta Doble Cara 1pz - Artículo de papelería de alta calidad,4.3,1,False,False,2025-11-18T16:26:42.324610,2025-11-18T16:26:42.324611
ST5000546,750702399407,Herschel Lonchera Térmica 1pz,Herschel,Mochilas y Loncheras,Lonchera Térmica,1pz,152.26,152.26,0,MXN,True,81,https://cdn.stationery-store.mx/products/5000546.jpg,https://www.amazonméxico.com.mx/producto/5000546,OfficeMax,Herschel Lonchera Térmica 1pz - Artículo de papelería de alta calidad,4.7,61,True,False,2025-11-18T16:26:42.324617,2025-11-18T16:26:42.324618
ST5000547,750416471068,Pendaflex Archivero Acordeón 12 Divisiones 1pz,Pendaflex,Archivado y Organización,Archivero Acordeón 12 Divisiones,1pz,90.95,90.95,0,MXN,True,31,https://cdn.stationery-store.mx/products/5000547.jpg,https://www.lumen.com.mx/producto/5000547,Costco,Pendaflex Archivero Acordeón 12 Divisiones 1pz - Artículo de papelería de alta calidad,4.6,271,False,True,2025-11-18T16:26:42.324624,2025-11-18T16:26:42.324625
ST5000548,750742882520,Elmer's Silicón Líquido 250ml,Elmer's,Adhesivos,Silicón Líquido,250ml,37.64,37.64,0,MXN,True,129,https://cdn.stationery-store.mx/products/5000548.jpg,https://www.papeleríacornejo.com.mx/producto/5000548,Papelería Cornejo,Elmer's Silicón Líquido 250ml - Artículo de papelería de alta calidad,4.1,291,False,False,2025-11-18T16:26:42.324631,2025-11-18T16:26:42.324632
ST5000549,750577680686,"Wilson Jones Carpeta de Argollas 2"" 1pz",Wilson Jones,Archivado y Organización,"Carpeta de Argollas 2""",1pz,60.39,73.96,18.3,MXN,True,82,https://cdn.stationery-store.mx/products/5000549.jpg,https://www.papeleríacornejo.com.mx/producto/5000549,Office Max,"Wilson Jones Carpeta de Argollas 2"" 1pz - Artículo de papelería de alta calidad",4.3,3,False,True,2025-11-18T16:26:42.324639,2025-11-18T16:26:42.324640
ST5000550,750164835506,Resistol Cinta Doble Cara 1pz,Resistol,Adhesivos,Cinta Doble Cara,1pz,26.39,26.39,0,MXN,True,101,https://cdn.stationery-store.mx/products/5000550.jpg,https://www.walmart.com.mx/producto/5000550,Lumen,Resistol Cinta Doble Cara 1pz - Artículo de papelería de alta calidad,4.8,298,False,False,2025-11-18T16:26:42.324646,2025-11-18T16:26:42.324647
ST5000551,750888108234,HP Calculadora Científica 1pz,HP,Calculadoras,Calculadora Científica,1pz,198.36,198.36,0,MXN,True,55,https://cdn.stationery-store.mx/products/5000551.jpg,https://www.amazonméxico.com.mx/producto/5000551,Office Max,HP Calculadora Científica 1pz - Artículo de papelería de alta calidad,3.8,159,False,True,2025-11-18T16:26:42.324653,2025-11-18T16:26:42.324654
ST5000552,750654864172,Microsoft Adaptador HDMI 1pz,Microsoft,Tecnología y Cómputo,Adaptador HDMI,1pz,121.9,175.64,30.6,MXN,True,82,https://cdn.stationery-store.mx/products/5000552.jpg,https://www.walmart.com.mx/producto/5000552,OfficeMax,Microsoft Adaptador HDMI 1pz - Artículo de papelería de alta calidad,3.8,294,False,False,2025-11-18T16:26:42.324661,2025-11-18T16:26:42.324662
ST5000553,750692054606,Kipling Mochila con Ruedas 1pz,Kipling,Mochilas y Loncheras,Mochila con Ruedas,1pz,751.44,917.03,18.1,MXN,True,196,https://cdn.stationery-store.mx/products/5000553.jpg,https://www.walmart.com.mx/producto/5000553,Amazon México,Kipling Mochila con Ruedas 1pz - Artículo de papelería de alta calidad,4.4,104,True,False,2025-11-18T16:26:42.324669,2025-11-18T16:26:42.324669
ST5000554,750726182130,3M Marcadores para Pizarrón 4pz,3M,Pizarrones,Marcadores para Pizarrón,4pz,64.54,64.54,0,MXN,True,120,https://cdn.stationery-store.mx/products/5000554.jpg,https://www.costco.com.mx/producto/5000554,Office Depot,3M Marcadores para Pizarrón 4pz - Artículo de papelería de alta calidad,4.5,253,False,False,2025-11-18T16:26:42.324675,2025-11-18T16:26:42.324676
ST5000555,750839587828,HP Papel Fotográfico A4 50 hojas,HP,Consumibles de Impresión,Papel Fotográfico A4,50 hojas,209.32,243.19,13.9,MXN,True,0,https://cdn.stationery-store.mx/products/5000555.jpg,https://www.officemax.com.mx/producto/5000555,Amazon México,HP Papel Fotográfico A4 50 hojas - Artículo de papelería de alta calidad,4.6,183,False,False,2025-11-18T16:26:42.324684,2025-11-18T16:26:42.324685
ST5000556,750838896045,Samsung CD-R Grabable 10pz,Samsung,Consumibles de Impresión,CD-R Grabable,10pz,74.37,92.12,19.3,MXN,True,14,https://cdn.stationery-store.mx/products/5000556.jpg,https://www.officemax.com.mx/producto/5000556,Costco,Samsung CD-R Grabable 10pz - Artículo de papelería de alta calidad,4.0,260,False,False,2025-11-18T16:26:42.324693,2025-11-18T16:26:42.324694
ST5000557,750369439190,Pilot Pluma Negra 1pz,Pilot,Escritura,Pluma Negra,1pz,9.05,9.05,0,MXN,True,127,https://cdn.stationery-store.mx/products/5000557.jpg,https://www.officemax.com.mx/producto/5000557,Lumen,Pilot Pluma Negra 1pz - Artículo de papelería de alta calidad,4.1,199,True,False,2025-11-18T16:26:42.324701,2025-11-18T16:26:42.324701
ST5000558,750341039077,Citizen Calculadora Impresora 1pz,Citizen,Calculadoras,Calculadora Impresora,1pz,1082.77,1408.13,23.1,MXN,True,74,https://cdn.stationery-store.mx/products/5000558.jpg,https://www.officedepot.com.mx/producto/5000558,Papelería Cornejo,Citizen Calculadora Impresora 1pz - Artículo de papelería de alta calidad,4.5,287,False,True,2025-11-18T16:26:42.324708,2025-11-18T16:26:42.324709
ST5000559,750184967775,Artline Marcadores para Pizarrón 4pz,Artline,Pizarrones,Marcadores para Pizarrón,4pz,88.8,113.78,22.0,MXN,True,91,https://cdn.stationery-store.mx/products/5000559.jpg,https://www.officedepot.com.mx/producto/5000559,Amazon México,Artline Marcadores para Pizarrón 4pz - Artículo de papelería de alta calidad,5.0,218,False,False,2025-11-18T16:26:42.324716,2025-11-18T16:26:42.324717
ST5000560,750402281053,Pritt Cinta Masking Tape 1pz,Pritt,Adhesivos,Cinta Masking Tape,1pz,24.98,24.98,0,MXN,True,14,https://cdn.stationery-store.mx/products/5000560.jpg,https://www.officemax.com.mx/producto/5000560,Office Max,Pritt Cinta Masking Tape 1pz - Artículo de papelería de alta calidad,4.4,298,False,False,2025-11-18T16:26:42.324723,2025-11-18T16:26:42.324724
ST5000561,750327182237,Oxford Cuaderno Profesional 100 Hojas 1pz,Oxford,Cuadernos y Libretas,Cuaderno Profesional 100 Hojas,1pz,42.27,42.27,0,MXN,True,120,https://cdn.stationery-store.mx/products/5000561.jpg,https://www.officedepot.com.mx/producto/5000561,OfficeMax,Oxford Cuaderno Profesional 100 Hojas 1pz - Artículo de papelería de alta calidad,4.3,91,True,False,2025-11-18T16:26:42.324732,2025-11-18T16:26:42.324733
ST5000562,750969298052,Adidas Lonchera Térmica 1pz,Adidas,Mochilas y Loncheras,Lonchera Térmica,1pz,159.5,159.5,0,MXN,True,139,https://cdn.stationery-store.mx/products/5000562.jpg,https://www.officemax.com.mx/producto/5000562,Papelería Cornejo,Adidas Lonchera Térmica 1pz - Artículo de papelería de alta calidad,4.4,154,True,False,2025-11-18T16:26:42.324739,2025-11-18T16:26:42.324740
ST5000563,750859422152,Epson Papel Fotográfico A4 50 hojas,Epson,Consumibles de Impresión,Papel Fotográfico A4,50 hojas,190.73,190.73,0,MXN,True,14,https://cdn.stationery-store.mx/products/5000563.jpg,https://www.costco.com.mx/producto/5000563,Amazon México,Epson Papel Fotográfico A4 50 hojas - Artículo de papelería de alta calidad,4.9,273,False,False,2025-11-18T16:26:42.324746,2025-11-18T16:26:42.324747
ST5000564,750349686312,Swingline Clips Mariposa 100pz,Swingline,Escritorio y Accesorios,Clips Mariposa,100pz,27.81,27.81,0,MXN,True,70,https://cdn.stationery-store.mx/products/5000564.jpg,https://www.costco.com.mx/producto/5000564,Walmart,Swingline Clips Mariposa 100pz - Artículo de papelería de alta calidad,4.6,124,False,True,2025-11-18T16:26:42.324754,2025-11-18T16:26:42.324754
ST5000565,750366184655,Herschel Lonchera Térmica 1pz,Herschel,Mochilas y Loncheras,Lonchera Térmica,1pz,144.08,144.08,0,MXN,True,149,https://cdn.stationery-store.mx/products/5000565.jpg,https://www.officedepot.com.mx/producto/5000565,Costco,Herschel Lonchera Térmica 1pz - Artículo de papelería de alta calidad,4.7,55,True,False,2025-11-18T16:26:42.324761,2025-11-18T16:26:42.324761
ST5000566,750242773496,Microsoft USB 64GB 1pz,Microsoft,Tecnología y Cómputo,USB 64GB,1pz,141.16,141.16,0,MXN,True,92,https://cdn.stationery-store.mx/products/5000566.jpg,https://www.officedepot.com.mx/producto/5000566,Amazon México,Microsoft USB 64GB 1pz - Artículo de papelería de alta calidad,4.3,278,False,False,2025-11-18T16:26:42.324768,2025-11-18T16:26:42.324769
ST5000567,750924056889,Puma Mochila Deportiva 1pz,Puma,Mochilas y Loncheras,Mochila Deportiva,1pz,339.07,339.07,0,MXN,True,133,https://cdn.stationery-store.mx/products/5000567.jpg,https://www.officedepot.com.mx/producto/5000567,Amazon México,Puma Mochila Deportiva 1pz - Artículo de papelería de alta calidad,4.6,107,True,False,2025-11-18T16:26:42.324775,2025-11-18T16:26:42.324776
ST5000568,750255746482,Samsung Tóner Negro 1pz,Samsung,Consumibles de Impresión,Tóner Negro,1pz,790.15,790.15,0,MXN,True,36,https://cdn.stationery-store.mx/products/5000568.jpg,https://www.amazonméxico.com.mx/producto/5000568,OfficeMax,Samsung Tóner Negro 1pz - Artículo de papelería de alta calidad,5.0,18,False,False,2025-11-18T16:26:42.324783,2025-11-18T16:26:42.324784
ST5000569,750622780289,Great Value Papel Kraft 25 hojas,Great Value,Hojas y Papel,Papel Kraft,25 hojas,35.41,35.41,0,MXN,True,172,https://cdn.stationery-store.mx/products/5000569.jpg,https://www.costco.com.mx/producto/5000569,Amazon México,Great Value Papel Kraft 25 hojas - Artículo de papelería de alta calidad,4.1,160,False,True,2025-11-18T16:26:42.324790,2025-11-18T16:26:42.324791
ST5000570,750485248579,Avery Archivero Acordeón 12 Divisiones 1pz,Avery,Archivado y Organización,Archivero Acordeón 12 Divisiones,1pz,112.05,160.46,30.2,MXN,True,96,https://cdn.stationery-store.mx/products/5000570.jpg,https://www.officemax.com.mx/producto/5000570,Office Depot,Avery Archivero Acordeón 12 Divisiones 1pz - Artículo de papelería de alta calidad,4.4,227,False,True,2025-11-18T16:26:42.324798,2025-11-18T16:26:42.324799
ST5000571,750110589716,Crayola Temperas 6 colores,Crayola,Artículos de Arte,Temperas,6 colores,53.15,53.15,0,MXN,True,168,https://cdn.stationery-store.mx/products/5000571.jpg,https://www.amazonméxico.com.mx/producto/5000571,Papelería Cornejo,Crayola Temperas 6 colores - Artículo de papelería de alta calidad,4.1,3,True,False,2025-11-18T16:26:42.324807,2025-11-18T16:26:42.324808
ST5000572,750447009742,Kiut Cuaderno Profesional 100 Hojas 1pz,Kiut,Cuadernos y Libretas,Cuaderno Profesional 100 Hojas,1pz,31.88,31.88,0,MXN,True,181,https://cdn.stationery-store.mx/products/5000572.jpg,https://www.officemax.com.mx/producto/5000572,OfficeMax,Kiut Cuaderno Profesional 100 Hojas 1pz - Artículo de papelería de alta calidad,4.2,192,True,False,2025-11-18T16:26:42.324816,2025-11-18T16:26:42.324816
ST5000573,750628260407,Resistol Pegamento Blanco 250ml 1pz,Resistol,Adhesivos,Pegamento Blanco 250ml,1pz,31.79,41.82,24.0,MXN,True,58,https://cdn.stationery-store.mx/products/5000573.jpg,https://www.costco.com.mx/producto/5000573,Papelería Cornejo,Resistol Pegamento Blanco 250ml 1pz - Artículo de papelería de alta calidad,4.3,252,False,False,2025-11-18T16:26:42.324823,2025-11-18T16:26:42.324824
ST5000574,750431222116,Scribe Libreta Espiral 80 Hojas 1pz,Scribe,Cuadernos y Libretas,Libreta Espiral 80 Hojas,1pz,27.7,27.7,0,MXN,True,42,https://cdn.stationery-store.mx/products/5000574.jpg,https://www.amazonméxico.com.mx/producto/5000574,Office Depot,Scribe Libreta Espiral 80 Hojas 1pz - Artículo de papelería de alta calidad,4.3,131,True,False,2025-11-18T16:26:42.324831,2025-11-18T16:26:42.324831
ST5000575,750859403983,Totto Mochila con Ruedas 1pz,Totto,Mochilas y Loncheras,Mochila con Ruedas,1pz,705.34,705.34,0,MXN,True,187,https://cdn.stationery-store.mx/products/5000575.jpg,https://www.officedepot.com.mx/producto/5000575,Costco,Totto Mochila con Ruedas 1pz - Artículo de papelería de alta calidad,4.7,103,True,False,2025-11-18T16:26:42.324839,2025-11-18T16:26:42.324840
ST5000576,750214238538,HP DVD-R Grabable 10pz,HP,Consumibles de Impresión,DVD-R Grabable,10pz,118.24,118.24,0,MXN,True,160,https://cdn.stationery-store.mx/products/5000576.jpg,https://www.costco.com.mx/producto/5000576,Office Depot,HP DVD-R Grabable 10pz - Artículo de papelería de alta calidad,4.1,234,False,False,2025-11-18T16:26:42.324848,2025-11-18T16:26:42.324848
ST5000577,750298657792,Trust Adaptador HDMI 1pz,Trust,Tecnología y Cómputo,Adaptador HDMI,1pz,126.12,126.12,0,MXN,True,22,https://cdn.stationery-store.mx/products/5000577.jpg,https://www.costco.com.mx/producto/5000577,Office Max,Trust Adaptador HDMI 1pz - Artículo de papelería de alta calidad,4.7,125,False,False,2025-11-18T16:26:42.324856,2025-11-18T16:26:42.324857
ST5000578,750686108360,3M Pegamento Blanco 250ml 1pz,3M,Adhesivos,Pegamento Blanco 250ml,1pz,31.84,35.66,10.7,MXN,True,57,https://cdn.stationery-store.mx/products/5000578.jpg,https://www.officedepot.com.mx/producto/5000578,Office Depot,3M Pegamento Blanco 250ml 1pz - Artículo de papelería de alta calidad,5.0,39,False,False,2025-11-18T16:26:42.324864,2025-11-18T16:26:42.324864
ST5000579,750714928175,Scribe Cuaderno Universitario 200 Hojas 1pz,Scribe,Cuadernos y Libretas,Cuaderno Universitario 200 Hojas,1pz,49.3,49.3,0,MXN,True,6,https://cdn.stationery-store.mx/products/5000579.jpg,https://www.amazonméxico.com.mx/producto/5000579,Walmart,Scribe Cuaderno Universitario 200 Hojas 1pz - Artículo de papelería de alta calidad,4.8,152,True,False,2025-11-18T16:26:42.324871,2025-11-18T16:26:42.324872
ST5000580,750998099337,Oxford Cuaderno Doble Raya 100 hojas,Oxford,Cuadernos y Libretas,Cuaderno Doble Raya,100 hojas,25.41,25.41,0,MXN,False,118,https://cdn.stationery-store.mx/products/5000580.jpg,https://www.officedepot.com.mx/producto/5000580,Office Max,Oxford Cuaderno Doble Raya 100 hojas - Artículo de papelería de alta calidad,4.2,120,True,False,2025-11-18T16:26:42.324878,2025-11-18T16:26:42.324879
ST5000581,750709809263,Reynolds Pluma Roja 1pz,Reynolds,Escritura,Pluma Roja,1pz,6.17,6.17,0,MXN,True,192,https://cdn.stationery-store.mx/products/5000581.jpg,https://www.officemax.com.mx/producto/5000581,Costco,Reynolds Pluma Roja 1pz - Artículo de papelería de alta calidad,4.7,43,True,False,2025-11-18T16:26:42.324885,2025-11-18T16:26:42.324886
ST5000582,750722537916,HP Papel Fotográfico A4 50 hojas,HP,Consumibles de Impresión,Papel Fotográfico A4,50 hojas,203.09,203.09,0,MXN,True,145,https://cdn.stationery-store.mx/products/5000582.jpg,https://www.officemax.com.mx/producto/5000582,Papelería Cornejo,HP Papel Fotográfico A4 50 hojas - Artículo de papelería de alta calidad,4.6,163,False,False,2025-11-18T16:26:42.324895,2025-11-18T16:26:42.324895
ST5000583,750627154738,Artline Sacapuntas Metálico 1pz,Artline,Escritorio y Accesorios,Sacapuntas Metálico,1pz,17.37,25.97,33.1,MXN,True,106,https://cdn.stationery-store.mx/products/5000583.jpg,https://www.amazonméxico.com.mx/producto/5000583,OfficeMax,Artline Sacapuntas Metálico 1pz - Artículo de papelería de alta calidad,4.4,41,False,True,2025-11-18T16:26:42.324903,2025-11-18T16:26:42.324903
ST5000584,750682936726,3M Cinta Doble Cara 1pz,3M,Adhesivos,Cinta Doble Cara,1pz,34.63,48.86,29.1,MXN,True,194,https://cdn.stationery-store.mx/products/5000584.jpg,https://www.walmart.com.mx/producto/5000584,Office Depot,3M Cinta Doble Cara 1pz - Artículo de papelería de alta calidad,4.5,289,False,False,2025-11-18T16:26:42.324910,2025-11-18T16:26:42.324911
ST5000585,750281425585,Texas Instruments Calculadora Básica 1pz,Texas Instruments,Calculadoras,Calculadora Básica,1pz,85.26,126.45,32.6,MXN,True,8,https://cdn.stationery-store.mx/products/5000585.jpg,https://www.amazonméxico.com.mx/producto/5000585,Amazon México,Texas Instruments Calculadora Básica 1pz - Artículo de papelería de alta calidad,4.4,100,False,True,2025-11-18T16:26:42.324918,2025-11-18T16:26:42.324918
ST5000586,750740018809,UHU Pegamento Instantáneo 3g,UHU,Adhesivos,Pegamento Instantáneo,3g,31.75,31.75,0,MXN,True,24,https://cdn.stationery-store.mx/products/5000586.jpg,https://www.amazonméxico.com.mx/producto/5000586,Lumen,UHU Pegamento Instantáneo 3g - Artículo de papelería de alta calidad,3.9,277,False,False,2025-11-18T16:26:42.324925,2025-11-18T16:26:42.324926
ST5000587,750204187640,Artline Pizarrón Corcho 40x60cm 1pz,Artline,Pizarrones,Pizarrón Corcho 40x60cm,1pz,129.32,129.32,0,MXN,True,200,https://cdn.stationery-store.mx/products/5000587.jpg,https://www.papeleríacornejo.com.mx/producto/5000587,Walmart,Artline Pizarrón Corcho 40x60cm 1pz - Artículo de papelería de alta calidad,5.0,272,False,False,2025-11-18T16:26:42.324932,2025-11-18T16:26:42.324933
ST5000588,750211734494,Pentel Corrector Líquido 1pz,Pentel,Escritura,Corrector Líquido,1pz,23.81,31.11,23.5,MXN,True,123,https://cdn.stationery-store.mx/products/5000588.jpg,https://www.walmart.com.mx/producto/5000588,Office Depot,Pentel Corrector Líquido 1pz - Artículo de papelería de alta calidad,4.2,297,True,False,2025-11-18T16:26:42.324939,2025-11-18T16:26:42.324940
ST5000589,750824208440,Loro Libreta de Dibujo 50 hojas,Loro,Cuadernos y Libretas,Libreta de Dibujo,50 hojas,43.27,43.27,0,MXN,True,122,https://cdn.stationery-store.mx/products/5000589.jpg,https://www.walmart.com.mx/producto/5000589,Office Depot,Loro Libreta de Dibujo 50 hojas - Artículo de papelería de alta calidad,4.4,233,True,False,2025-11-18T16:26:42.324946,2025-11-18T16:26:42.324947
ST5000590,750199559185,Norma Acuarelas 12 colores,Norma,Artículos de Arte,Acuarelas,12 colores,56.59,85.51,33.8,MXN,True,185,https://cdn.stationery-store.mx/products/5000590.jpg,https://www.officemax.com.mx/producto/5000590,Office Max,Norma Acuarelas 12 colores - Artículo de papelería de alta calidad,5.0,195,True,False,2025-11-18T16:26:42.324954,2025-11-18T16:26:42.324955
ST5000591,750120807126,Giotto Crayones 24pz,Giotto,Artículos de Arte,Crayones,24pz,64.05,82.56,22.4,MXN,True,102,https://cdn.stationery-store.mx/products/5000591.jpg,https://www.costco.com.mx/producto/5000591,Office Max,Giotto Crayones 24pz - Artículo de papelería de alta calidad,3.9,111,True,False,2025-11-18T16:26:42.324967,2025-11-18T16:26:42.324968
ST5000592,750773245277,Great Value Cuaderno de Pasta Dura 100 hojas,Great Value,Cuadernos y Libretas,Cuaderno de Pasta Dura,100 hojas,66.13,66.13,0,MXN,True,181,https://cdn.stationery-store.mx/products/5000592.jpg,https://www.officedepot.com.mx/producto/5000592,Papelería Cornejo,Great Value Cuaderno de Pasta Dura 100 hojas - Artículo de papelería de alta calidad,3.9,111,True,False,2025-11-18T16:26:42.324974,2025-11-18T16:26:42.324975
ST5000593,750433499105,Verbatim Teclado USB 1pz,Verbatim,Tecnología y Cómputo,Teclado USB,1pz,198.82,198.82,0,MXN,True,111,https://cdn.stationery-store.mx/products/5000593.jpg,https://www.walmart.com.mx/producto/5000593,Amazon México,Verbatim Teclado USB 1pz - Artículo de papelería de alta calidad,5.0,294,False,False,2025-11-18T16:26:42.324982,2025-11-18T16:26:42.324983
ST5000594,750392661726,Office Depot Despachador de Cinta 1pz,Office Depot,Escritorio y Accesorios,Despachador de Cinta,1pz,50.83,50.83,0,MXN,True,47,https://cdn.stationery-store.mx/products/5000594.jpg,https://www.officedepot.com.mx/producto/5000594,Lumen,Office Depot Despachador de Cinta 1pz - Artículo de papelería de alta calidad,4.5,242,False,True,2025-11-18T16:26:42.324990,2025-11-18T16:26:42.324990
ST5000595,750259795426,Epson Cartucho Color Compatible 1pz,Epson,Consumibles de Impresión,Cartucho Color Compatible,1pz,229.11,266.86,14.1,MXN,True,148,https://cdn.stationery-store.mx/products/5000595.jpg,https://www.officemax.com.mx/producto/5000595,Lumen,Epson Cartucho Color Compatible 1pz - Artículo de papelería de alta calidad,4.2,290,False,False,2025-11-18T16:26:42.324998,2025-11-18T16:26:42.324998
ST5000596,750341876959,Office Depot Borrador para Pizarrón 1pz,Office Depot,Pizarrones,Borrador para Pizarrón,1pz,44.57,44.57,0,MXN,True,43,https://cdn.stationery-store.mx/products/5000596.jpg,https://www.officedepot.com.mx/producto/5000596,Office Depot,Office Depot Borrador para Pizarrón 1pz - Artículo de papelería de alta calidad,3.8,296,False,False,2025-11-18T16:26:42.325008,2025-11-18T16:26:42.325009
ST5000597,750374672736,Epson DVD-R Grabable 10pz,Epson,Consumibles de Impresión,DVD-R Grabable,10pz,89.19,130.73,31.8,MXN,True,12,https://cdn.stationery-store.mx/products/5000597.jpg,https://www.officedepot.com.mx/producto/5000597,OfficeMax,Epson DVD-R Grabable 10pz - Artículo de papelería de alta calidad,4.7,247,False,False,2025-11-18T16:26:42.325050,2025-11-18T16:26:42.325050
ST5000598,750872603391,Totto Mochila Escolar Básica 1pz,Totto,Mochilas y Loncheras,Mochila Escolar Básica,1pz,408.29,408.29,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000598.jpg,https://www.officemax.com.mx/producto/5000598,Papelería Cornejo,Totto Mochila Escolar Básica 1pz - Artículo de papelería de alta calidad,4.8,142,True,False,2025-11-18T16:26:42.325057,2025-11-18T16:26:42.325058
ST5000599,750515896052,Totto Mochila Deportiva 1pz,Totto,Mochilas y Loncheras,Mochila Deportiva,1pz,421.99,589.41,28.4,MXN,True,82,https://cdn.stationery-store.mx/products/5000599.jpg,https://www.officemax.com.mx/producto/5000599,Papelería Cornejo,Totto Mochila Deportiva 1pz - Artículo de papelería de alta calidad,4.1,299,True,False,2025-11-18T16:26:42.325065,2025-11-18T16:26:42.325066
ST5000600,750668978420,Verbatim Cable USB Tipo C 1m,Verbatim,Tecnología y Cómputo,Cable USB Tipo C,1m,73.41,96.87,24.2,MXN,True,11,https://cdn.stationery-store.mx/products/5000600.jpg,https://www.officedepot.com.mx/producto/5000600,Papelería Cornejo,Verbatim Cable USB Tipo C 1m - Artículo de papelería de alta calidad,3.9,122,False,False,2025-11-18T16:26:42.325073,2025-11-18T16:26:42.325073
ST5000601,750194905961,Scribe Libreta de Dibujo 50 hojas,Scribe,Cuadernos y Libretas,Libreta de Dibujo,50 hojas,57.94,68.34,15.2,MXN,True,17,https://cdn.stationery-store.mx/products/5000601.jpg,https://www.walmart.com.mx/producto/5000601,Walmart,Scribe Libreta de Dibujo 50 hojas - Artículo de papelería de alta calidad,4.8,8,True,False,2025-11-18T16:26:42.325082,2025-11-18T16:26:42.325082
ST5000602,750917669299,Casio Calculadora Científica 1pz,Casio,Calculadoras,Calculadora Científica,1pz,302.18,302.18,0,MXN,True,72,https://cdn.stationery-store.mx/products/5000602.jpg,https://www.amazonméxico.com.mx/producto/5000602,Costco,Casio Calculadora Científica 1pz - Artículo de papelería de alta calidad,4.0,158,False,True,2025-11-18T16:26:42.325089,2025-11-18T16:26:42.325090
ST5000603,750351192660,Canon Cartulina Blanca 10pz,Canon,Hojas y Papel,Cartulina Blanca,10pz,36.32,36.32,0,MXN,True,15,https://cdn.stationery-store.mx/products/5000603.jpg,https://www.officedepot.com.mx/producto/5000603,Papelería Cornejo,Canon Cartulina Blanca 10pz - Artículo de papelería de alta calidad,3.9,228,False,True,2025-11-18T16:26:42.325096,2025-11-18T16:26:42.325097
ST5000604,750381408086,Totto Mochila con Ruedas 1pz,Totto,Mochilas y Loncheras,Mochila con Ruedas,1pz,721.38,721.38,0,MXN,True,131,https://cdn.stationery-store.mx/products/5000604.jpg,https://www.officedepot.com.mx/producto/5000604,Costco,Totto Mochila con Ruedas 1pz - Artículo de papelería de alta calidad,4.8,223,True,False,2025-11-18T16:26:42.325103,2025-11-18T16:26:42.325104
ST5000605,750811287469,Puma Mochila Deportiva 1pz,Puma,Mochilas y Loncheras,Mochila Deportiva,1pz,368.4,368.4,0,MXN,True,147,https://cdn.stationery-store.mx/products/5000605.jpg,https://www.officemax.com.mx/producto/5000605,Costco,Puma Mochila Deportiva 1pz - Artículo de papelería de alta calidad,4.5,167,True,False,2025-11-18T16:26:42.325110,2025-11-18T16:26:42.325111
ST5000606,750980461371,Scotch Pegamento en Barra 40g 1pz,Scotch,Adhesivos,Pegamento en Barra 40g,1pz,26.91,26.91,0,MXN,True,0,https://cdn.stationery-store.mx/products/5000606.jpg,https://www.lumen.com.mx/producto/5000606,Office Max,Scotch Pegamento en Barra 40g 1pz - Artículo de papelería de alta calidad,4.1,114,False,False,2025-11-18T16:26:42.325119,2025-11-18T16:26:42.325119
ST5000607,750802252446,Nike Estuche Escolar 1pz,Nike,Mochilas y Loncheras,Estuche Escolar,1pz,90.88,90.88,0,MXN,True,98,https://cdn.stationery-store.mx/products/5000607.jpg,https://www.amazonméxico.com.mx/producto/5000607,Lumen,Nike Estuche Escolar 1pz - Artículo de papelería de alta calidad,4.6,49,True,False,2025-11-18T16:26:42.325126,2025-11-18T16:26:42.325126
